,threshold,metric,filename,model,param_config,time
2828,0.6437589622452788,0.5444887118193891,"(8, 0, 34)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,34,8
3178,0.6550322052217671,0.5866666666666667,"(9, 0, 34)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,34,9
29,0.6525444728017562,0.689161554192229,"(0, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,0
379,0.5927276305113585,0.59375,"(1, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,1
729,0.6100542582852884,0.5134228187919463,"(2, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,2
1079,0.6524129712620623,0.5785714285714286,"(3, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,3
1429,0.6500281943786346,0.6782334384858044,"(4, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,4
1779,0.6702327419704928,0.6707818930041153,"(5, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,5
2129,0.6603881788997024,0.6728971962616822,"(6, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,6
2479,0.6398995965110356,0.5871056241426612,"(7, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,7
2829,0.6672068408294476,0.5430809399477807,"(8, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,8
3179,0.6772784622823781,0.5698924731182796,"(9, 0, 35)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,35,9
30,0.6807306255835663,0.6834532374100719,"(0, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,0
380,0.6373132586367881,0.5863945578231292,"(1, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,1
730,0.6564542483660117,0.5188118811881188,"(2, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,2
1080,0.6924019607843138,0.5303643724696356,"(3, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,3
1430,0.6830648926237162,0.6678700361010831,"(4, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,4
1780,0.6904761904761909,0.631578947368421,"(5, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,5
2130,0.6894841269841266,0.6625,"(6, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,6
2480,0.6684757236227822,0.5843971631205673,"(7, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,7
2830,0.6918767507002799,0.543424317617866,"(8, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,8
3180,0.7065242763772178,0.5668896321070234,"(9, 0, 36)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,36,9
31,0.6480199140076945,0.6887298747763864,"(0, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,0
381,0.5994926534768703,0.5869837296620776,"(1, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,1
731,0.620005334109204,0.5184534270650264,"(2, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,2
1081,0.6593078185109764,0.5318352059925093,"(3, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,3
1431,0.6572319610125112,0.6644067796610169,"(4, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,4
1781,0.6734225988426605,0.6496062992125984,"(5, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,5
2131,0.6656212620825661,0.6666666666666666,"(6, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,6
2481,0.6438011185465363,0.582312925170068,"(7, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,7
2831,0.6693737270875779,0.5428211586901763,"(8, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,8
3181,0.6820519348268853,0.5724770642201835,"(9, 0, 37)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,37,9
32,0.6061620897521768,0.6358024691358025,"(0, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,0
382,0.5445411922304085,0.5832335329341317,"(1, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,1
732,0.5746818486269256,0.5176678445229682,"(2, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,2
1082,0.6148693904889484,0.5912698412698413,"(3, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,3
1432,0.6208975217682519,0.6577380952380952,"(4, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,4
1782,0.6409912926992632,0.650375939849624,"(5, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,5
2132,0.624246483590087,0.6560509554140127,"(6, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,6
2482,0.608841259209645,0.5692995529061102,"(7, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,7
2832,0.6282652377762894,0.543448275862069,"(8, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,8
3182,0.6396517079705292,0.5487571701720841,"(9, 0, 38)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,38,9
33,0.537592013095302,0.6964618249534451,"(0, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,0
383,0.4760411820377199,0.5715859030837004,"(1, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,1
733,0.49149422744205495,0.5334281650071123,"(2, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,2
1083,0.5399826602555471,0.6153846153846154,"(3, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,3
1433,0.5599271867210067,0.7103448275862069,"(4, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,4
1783,0.5803272385881348,0.6744186046511628,"(5, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,5
2133,0.5571840037161728,0.6629213483146067,"(6, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,6
2483,0.5536510885960036,0.5936139332365747,"(7, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,7
2833,0.5676979921565636,0.5762237762237762,"(8, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,8
3183,0.5746391177059588,0.5926680244399185,"(9, 0, 39)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,39,9
34,0.6549280694819412,0.6725838264299803,"(0, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,0
384,0.6034483095063935,0.5786736020806242,"(1, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,1
734,0.6291120089987425,0.5187265917602997,"(2, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,2
1084,0.659473761244308,0.5398550724637681,"(3, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,3
1434,0.6549366106023349,0.6709677419354839,"(4, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,4
1784,0.6786625022456495,0.6583333333333333,"(5, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,5
2134,0.6631987752439401,0.6420118343195266,"(6, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,6
2484,0.6495444642503466,0.5811965811965812,"(7, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,7
2834,0.6678851902518114,0.5318352059925093,"(8, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,8
3184,0.6861693662972435,0.551789077212806,"(9, 0, 4)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,4,9
35,0.5185013936982337,0.6815533980582524,"(0, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,0
385,0.472189307691214,0.580168776371308,"(1, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,1
735,0.4918764143634792,0.53601108033241,"(2, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,2
1085,0.5354452657411449,0.60062893081761,"(3, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,3
1435,0.5445035228925528,0.6959706959706959,"(4, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,4
1785,0.5524723977622916,0.6657963446475196,"(5, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,5
2135,0.5373803752132047,0.6912568306010929,"(6, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,6
2485,0.5420831104266186,0.6061538461538462,"(7, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,7
2835,0.5645446763596438,0.5746606334841629,"(8, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,8
3185,0.5715526691351804,0.5917602996254682,"(9, 0, 40)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,40,9
36,0.6217567478963291,0.6791044776119403,"(0, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,0
386,0.5639344159932738,0.5873388042203986,"(1, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,1
736,0.5903673756536136,0.5214521452145214,"(2, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,2
1086,0.6266407195372139,0.5620915032679739,"(3, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,3
1436,0.6320590278804337,0.6949152542372882,"(4, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,4
1786,0.634032151001902,0.6606060606060606,"(5, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,5
2136,0.6281890244168171,0.6707317073170732,"(6, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,6
2486,0.6124495457489522,0.5894308943089431,"(7, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,7
2836,0.6359297935446966,0.562905317769131,"(8, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,8
3186,0.6483954041909362,0.5831932773109244,"(9, 0, 41)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,41,9
37,0.653419356253213,0.7139874739039666,"(0, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,0
387,0.6070314609097374,0.6074766355140186,"(1, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,1
737,0.6221484409344047,0.5282051282051282,"(2, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,2
1087,0.6574327733184748,0.5913621262458472,"(3, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,3
1437,0.6542155268070418,0.676923076923077,"(4, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,4
1787,0.6557956973914695,0.694006309148265,"(5, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,5
2137,0.6563012591140919,0.6904761904761905,"(6, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,6
2487,0.6421609877779286,0.5742444152431012,"(7, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,7
2837,0.6773001474060973,0.5483425414364641,"(8, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,8
3187,0.6881221353634668,0.5879218472468917,"(9, 0, 42)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,42,9
38,0.6602150537634411,0.6679245283018868,"(0, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,0
388,0.6052688172043014,0.5827067669172933,"(1, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,1
738,0.6331182795698926,0.5325670498084292,"(2, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,2
1088,0.6667741935483871,0.532319391634981,"(3, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,3
1438,0.6646236559139787,0.6521739130434783,"(4, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,4
1788,0.6822580645161291,0.6370967741935484,"(5, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,5
2138,0.6726881720430107,0.6507936507936508,"(6, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,6
2488,0.650752688172043,0.5825242718446602,"(7, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,7
2838,0.672258064516129,0.5336658354114713,"(8, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,8
3188,0.6869892473118278,0.5606326889279437,"(9, 0, 43)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,43,9
39,0.6021514452668212,0.6935779816513762,"(0, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,0
389,0.5415713686631071,0.5873015873015873,"(1, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,1
739,0.5615440323829932,0.5190947666195191,"(2, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,2
1089,0.6091967459710178,0.5819397993311036,"(3, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,3
1439,0.6095780425852642,0.6971608832807571,"(4, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,4
1789,0.6215649731880513,0.6645367412140575,"(5, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,5
2139,0.6101949070178835,0.6863905325443787,"(6, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,6
2489,0.5971369641616702,0.589095744680851,"(7, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,7
2839,0.6227879654005126,0.5583333333333333,"(8, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,8
3189,0.6312078565057304,0.579136690647482,"(9, 0, 44)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,44,9
40,0.6152206190942499,0.7065767284991569,"(0, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,0
390,0.5720045136804002,0.5951776649746193,"(1, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,1
740,0.5869910603141073,0.5138036809815951,"(2, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,2
1090,0.6296714831703063,0.575,"(3, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,3
1440,0.6324700153219567,0.6710097719869706,"(4, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,4
1790,0.6524052388811986,0.6749116607773852,"(5, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,5
2140,0.6297871965341509,0.68,"(6, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,6
2490,0.6276913630104968,0.5913818722139673,"(7, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,7
2840,0.6383691577984509,0.5425414364640884,"(8, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,8
3190,0.6595963772393676,0.5738255033557047,"(9, 0, 45)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,45,9
41,0.6037388529977916,0.6979742173112339,"(0, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,0
391,0.5427761755995606,0.5886524822695035,"(1, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,1
741,0.5643398476887815,0.5095168374816984,"(2, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,2
1091,0.6064125630460895,0.5558912386706949,"(3, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,3
1441,0.6159764106542482,0.6842105263157895,"(4, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,4
1791,0.6254165466258769,0.6622073578595318,"(5, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,5
2141,0.61030164116223,0.6608695652173913,"(6, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,6
2491,0.6030958462977951,0.5875706214689266,"(7, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,7
2841,0.6230778355465357,0.5689189189189189,"(8, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,8
3191,0.6333189471754974,0.597864768683274,"(9, 0, 46)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,46,9
42,0.5857232153344794,0.7093235831809872,"(0, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,0
392,0.5338160589421052,0.5906432748538012,"(1, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,1
742,0.554762913028342,0.5268505079825835,"(2, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,2
1092,0.5969304683762232,0.5846645367412141,"(3, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,3
1442,0.5993846949151168,0.710691823899371,"(4, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,4
1792,0.6101329380299076,0.6783625730994152,"(5, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,5
2142,0.5931375767719753,0.6871657754010695,"(6, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,6
2492,0.5922328078159471,0.6086956521739131,"(7, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,7
2842,0.61454315134224,0.5733512786002691,"(8, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,8
3192,0.6270545568199621,0.6007067137809188,"(9, 0, 47)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,47,9
43,0.602102102102102,0.6377118644067796,"(0, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,0
393,0.5457380457380457,0.5740971357409713,"(1, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,1
743,0.5748440748440748,0.5262237762237763,"(2, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,2
1093,0.6149448264832881,0.5813953488372093,"(3, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,3
1443,0.6195426195426196,0.6536144578313253,"(4, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,4
1793,0.6382536382536382,0.6398467432950191,"(5, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,5
2143,0.6216216216216216,0.6612903225806451,"(6, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,6
2493,0.604989604989605,0.5610098176718092,"(7, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,7
2843,0.6237006237006237,0.5226666666666666,"(8, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,8
3193,0.6361746361746362,0.5406871609403255,"(9, 0, 48)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,48,9
44,0.622032640949555,0.6592741935483871,"(0, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,0
394,0.5676928783382786,0.5863808322824716,"(1, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,1
744,0.5926063303659741,0.52,"(2, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,2
1094,0.6328511374876362,0.5807692307692308,"(3, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,3
1444,0.63532393669634,0.6506024096385542,"(4, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,4
1794,0.6588773491592474,0.6313559322033898,"(5, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,5
2144,0.6475024727992084,0.6600660066006601,"(6, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,6
2494,0.6273491592482687,0.5635276532137519,"(7, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,7
2844,0.6431750741839761,0.5245901639344263,"(8, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,8
3194,0.6560336300692383,0.543233082706767,"(9, 0, 49)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,49,9
45,0.577476967117834,0.6838095238095238,"(0, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,0
395,0.5226466269340301,0.59375,"(1, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,1
745,0.5383731377593326,0.53003003003003,"(2, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,2
1095,0.5858907682924934,0.5740740740740741,"(3, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,3
1445,0.5883307850997178,0.7002801120448179,"(4, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,4
1795,0.6119713813831156,0.6655629139072847,"(5, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,5
2145,0.5997735186521964,0.6602209944751382,"(6, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,6
2495,0.5932106943522351,0.5818181818181818,"(7, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,7
2845,0.6080416142418297,0.5465425531914894,"(8, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,8
3195,0.6174862163036887,0.5836734693877551,"(9, 0, 5)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,5,9
46,0.6245318114711627,0.6873786407766991,"(0, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,0
396,0.5642306003986403,0.5964705882352941,"(1, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,1
746,0.5851807456859183,0.507177033492823,"(2, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,2
1096,0.6268570035614622,0.5661016949152542,"(3, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,3
1446,0.6318968235231884,0.6898954703832753,"(4, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,4
1796,0.6387525169458814,0.6442307692307693,"(5, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,5
2146,0.6328531593436608,0.6804733727810651,"(6, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,6
2496,0.6141489155067213,0.58311345646438,"(7, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,7
2846,0.6430392103630083,0.5568022440392707,"(8, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,8
3196,0.6488802470612536,0.5819112627986348,"(9, 0, 6)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,6,9
47,0.4717096706575538,0.6563106796116505,"(0, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,0
397,0.4219203360948052,0.5683890577507599,"(1, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,1
747,0.4365587559678873,0.5222513089005235,"(2, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,2
1097,0.487576460899514,0.5907473309608541,"(3, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,3
1447,0.5022405601377377,0.7062937062937062,"(4, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,4
1797,0.5235375306885873,0.6585956416464891,"(5, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,5
2147,0.4979702370994506,0.6878453038674033,"(6, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,6
2497,0.5089966145393845,0.5954323001631321,"(7, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,7
2847,0.5219112249813558,0.5710227272727273,"(8, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,8
3197,0.5290952344480123,0.6068702290076335,"(9, 0, 7)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,7,9
48,0.6266798695934379,0.673394495412844,"(0, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,0
398,0.5731208795335189,0.5908543922984356,"(1, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,1
748,0.5980447062231448,0.5081967213114754,"(2, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,2
1098,0.6376925119490174,0.5486111111111112,"(3, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,3
1448,0.6343681772585121,0.678343949044586,"(4, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,4
1798,0.6448508924290096,0.622895622895623,"(5, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,5
2148,0.6334214757774232,0.672566371681416,"(6, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,6
2498,0.6176636379935638,0.5850066934404283,"(7, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,7
2848,0.6425401116850934,0.5467532467532468,"(8, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,8
3198,0.658361563054872,0.5749128919860628,"(9, 0, 8)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,8,9
49,0.634558614076458,0.6741154562383612,"(0, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,0
399,0.5796667412292702,0.575796178343949,"(1, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,1
749,0.5976120217514433,0.5043177892918825,"(2, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,2
1099,0.6391638952242715,0.5859649122807018,"(3, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,3
1449,0.6440890194002602,0.6598639455782312,"(4, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,4
1799,0.6513628672192018,0.6503067484662577,"(5, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,5
2149,0.6505769859314469,0.649390243902439,"(6, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,6
2499,0.6246962501765904,0.5639810426540285,"(7, 0, 9)_RandomForestClassifier_date_params.csv",RandomForestClassifier_date_params,9,7
