,threshold,metric,filename,model,param_config,time
100,0.5833333333333334,0.46946564885496184,"(0, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,0
450,0.5686274509803921,0.47976011994003,"(1, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,1
800,0.3245997088791849,0.4019370460048426,"(2, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,2
1150,0.627906976744186,0.44807121661721067,"(3, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,3
1500,0.6486486486486487,0.4476987447698745,"(4, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,4
1850,0.6538461538461539,0.424,"(5, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,5
2200,0.5,0.41362916006339145,"(6, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,6
2550,0.6666666666666666,0.39631336405529954,"(7, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,7
2900,0.625,0.33960843373493976,"(8, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,8
3250,0.625,0.3902147971360382,"(9, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,9
101,1.0,0.0,"(0, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,0
451,1.0,0.0,"(1, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,1
801,1.0,0.0,"(2, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,2
1151,1.0,0.0,"(3, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,3
1501,1.0,0.0,"(4, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,4
1851,1.0,0.0,"(5, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,5
2201,1.0,0.0,"(6, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,6
2551,1.0,0.0,"(7, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,7
2901,1.0,0.0,"(8, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,8
3251,1.0,0.0,"(9, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,9
102,0.4572282405677998,0.5,"(0, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,0
452,0.3396537510305029,0.4102127659574468,"(1, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,1
802,0.36174365647365003,0.45179063360881544,"(2, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,2
1152,0.5616151022548506,0.56,"(3, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,3
1502,0.4532924961715161,0.5182186234817814,"(4, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,4
1852,0.5321270310192023,0.4744897959183674,"(5, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,5
2202,0.4794685990338165,0.5067873303167421,"(6, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,6
2552,0.4909090909090909,0.44014510278113667,"(7, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,7
2902,0.5265804597701149,0.3059490084985836,"(8, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,8
3252,0.4861062258177981,0.38493723849372385,"(9, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,9
103,0.75,0.5426008968609866,"(0, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,0
453,0.6666666666666666,0.5087310826542492,"(1, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,1
803,0.6923076923076923,0.4553314121037464,"(2, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,2
1153,0.7857142857142857,0.4888888888888889,"(3, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,3
1503,0.7857142857142857,0.46770601336302897,"(4, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,4
1853,0.8181818181818182,0.5354691075514875,"(5, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,5
2203,0.7777777777777778,0.514480408858603,"(6, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,6
2553,0.7777777777777778,0.42972350230414746,"(7, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,7
2903,0.8,0.4101910828025478,"(8, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,8
3253,0.8181818181818182,0.4328767123287671,"(9, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,9
104,0.3638505553685628,0.4573304157549234,"(0, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,0
454,0.3227709190672154,0.4650537634408602,"(1, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,1
804,0.359876965140123,0.3936731107205624,"(2, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,2
1154,0.3961661341853035,0.4146341463414634,"(3, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,3
1504,0.4480997139354311,0.4,"(4, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,4
1854,0.47072561810421204,0.4838709677419355,"(5, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,5
2204,0.4864864864864865,0.45045045045045046,"(6, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,6
2554,0.4727520435967302,0.32934131736526945,"(7, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,7
2904,0.4657466732380483,0.36217948717948717,"(8, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,8
3254,0.4758861127251598,0.4915254237288136,"(9, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,9
105,0.3959476099854472,0.0,"(0, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,0
455,0.2633290214313184,0.4155495978552279,"(1, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,1
805,0.3575297941495125,0.0,"(2, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,2
1155,0.4498620741072094,0.0,"(3, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,3
1505,0.4181509754028838,0.0,"(4, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,4
1855,0.44008935824532897,0.0,"(5, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,5
2205,0.39298955173576,0.0,"(6, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,6
2555,0.41830842391304346,0.0,"(7, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,7
2905,0.37830228239381775,0.0,"(8, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,8
3255,0.4481621112158341,0.0,"(9, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,9
106,0.8666666666666667,0.47750865051903113,"(0, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,0
456,0.8,0.5288574793875147,"(1, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,1
806,0.8333333333333334,0.433389544688027,"(2, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,2
1156,1.0,0.0,"(3, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,3
1506,1.0,0.0,"(4, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,4
1856,1.0,0.0,"(5, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,5
2206,1.0,0.0,"(6, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,6
2556,1.0,0.0,"(7, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,7
2906,1.0,0.0,"(8, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,8
3256,1.0,0.0,"(9, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,9
107,1.0,0.0,"(0, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,0
457,1.0,0.0,"(1, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,1
807,1.0,0.0,"(2, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,2
1157,1.0,0.0,"(3, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,3
1507,1.0,0.0,"(4, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,4
1857,1.0,0.0,"(5, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,5
2207,1.0,0.0,"(6, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,6
2557,1.0,0.0,"(7, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,7
2907,1.0,0.0,"(8, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,8
3257,1.0,0.0,"(9, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,9
108,0.8333333333333334,0.5337726523887973,"(0, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,0
458,0.7142857142857143,0.5236139630390144,"(1, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,1
808,0.6666666666666666,0.4466145833333333,"(2, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,2
1158,0.7857142857142857,0.4161073825503356,"(3, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,3
1508,0.7857142857142857,0.5164556962025316,"(4, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,4
1858,0.8333333333333334,0.46774193548387094,"(5, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,5
2208,0.8333333333333334,0.5295454545454545,"(6, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,6
2558,0.7777777777777778,0.4038267875125881,"(7, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,7
2908,0.8571428571428571,0.3761467889908257,"(8, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,8
3258,0.8333333333333334,0.41379310344827586,"(9, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,9
109,0.31164154725666343,0.0,"(0, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,0
459,0.3111743912018853,0.0,"(1, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,1
809,0.3043260397527977,0.0,"(2, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,2
1159,0.3564310835705912,0.0,"(3, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,3
1509,0.39468580294802175,0.0,"(4, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,4
1859,0.44038569460741794,0.0,"(5, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,5
2209,0.35436893203883496,0.0,"(6, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,6
2559,0.4420624653483645,0.0,"(7, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,7
2909,0.4556989247311828,0.0,"(8, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,8
3259,0.4202702702702703,0.0,"(9, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,9
110,0.6666666666666666,0.4227441285537701,"(0, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,0
460,0.6666666666666666,0.49037037037037035,"(1, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,1
810,0.6428571428571429,0.40029761904761907,"(2, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,2
1160,0.75,0.4932249322493225,"(3, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,3
1510,0.7142857142857143,0.4675324675324675,"(4, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,4
1860,0.7878787878787878,0.495850622406639,"(5, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,5
2210,0.8,0.45438898450946646,"(6, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,6
2560,0.7142857142857143,0.37374658158614404,"(7, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,7
2910,0.7333333333333333,0.3576214405360134,"(8, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,8
3260,0.7777777777777778,0.41034103410341033,"(9, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,9
111,0.30582787685851753,0.3459715639810427,"(0, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,0
461,0.26613126557740235,0.0,"(1, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,1
811,0.3236776766232789,0.0,"(2, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,2
1161,0.3766362252663623,0.0,"(3, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,3
1511,0.3733468415432217,0.0,"(4, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,4
1861,0.4105939384384976,0.0,"(5, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,5
2211,0.35385307796169424,0.0,"(6, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,6
2561,0.3666862093674679,0.0,"(7, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,7
2911,0.4503862150920974,0.0,"(8, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,8
3261,0.44976541012781107,0.0,"(9, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,9
112,0.6363636363636364,0.4888143176733781,"(0, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,0
462,0.6346153846153846,0.49265687583444595,"(1, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,1
812,0.631578947368421,0.41805555555555557,"(2, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,2
1162,0.7142857142857143,0.49586776859504134,"(3, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,3
1512,0.6875,0.4336283185840708,"(4, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,4
1862,0.6825396825396826,0.5219298245614035,"(5, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,5
2212,0.625,0.48258706467661694,"(6, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,6
2562,0.7142857142857143,0.3561643835616438,"(7, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,7
2912,0.6666666666666666,0.3131067961165049,"(8, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,8
3262,0.7272727272727273,0.41876750700280113,"(9, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,9
113,0.4224561403508772,0.4268774703557312,"(0, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,0
463,0.3394495412844037,0.45409429280397023,"(1, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,1
813,0.3333333333333333,0.4377358490566038,"(2, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,2
1163,0.4587628865979381,0.4475806451612903,"(3, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,3
1513,0.4472882388787325,0.4703196347031963,"(4, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,4
1863,0.5421857751143353,0.5386904761904762,"(5, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,5
2213,0.4401811883826272,0.40865384615384615,"(6, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,6
2563,0.4415971394517281,0.16666666666666666,"(7, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,7
2913,0.4653968253968254,0.32989690721649484,"(8, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,8
3263,0.4512022630834512,0.4280155642023346,"(9, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,9
114,1.0,0.0,"(0, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,0
464,0.9090909090909092,0.4867358708189158,"(1, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,1
814,1.0,0.0,"(2, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,2
1164,1.0,0.0,"(3, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,3
1514,1.0,0.0,"(4, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,4
1864,1.0,0.0,"(5, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,5
2214,1.0,0.0,"(6, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,6
2564,1.0,0.0,"(7, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,7
2914,1.0,0.0,"(8, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,8
3264,1.0,0.0,"(9, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,9
115,0.3276247207743857,0.0,"(0, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,0
465,0.3019731551926764,0.0,"(1, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,1
815,0.3959978936282254,0.0,"(2, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,2
1165,0.3350957343052205,0.4,"(3, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,3
1515,0.3743218308501556,0.0,"(4, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,4
1865,0.4473561378942455,0.0,"(5, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,5
2215,0.4085194805194805,0.0,"(6, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,6
2565,0.4053228065707373,0.0,"(7, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,7
2915,0.4503862150920974,0.0,"(8, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,8
3265,0.3868727379438521,0.0,"(9, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,9
116,0.6,0.43582375478927204,"(0, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,0
466,0.6666666666666666,0.45112781954887216,"(1, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,1
816,0.5909090909090909,0.4307875894988067,"(2, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,2
1166,0.75,0.45325779036827196,"(3, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,3
1516,0.75,0.4734042553191489,"(4, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,4
1866,0.75,0.4518664047151277,"(5, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,5
2216,0.7619047619047619,0.4635416666666667,"(6, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,6
2566,0.75,0.37915129151291516,"(7, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,7
2916,0.75,0.3944069431051109,"(8, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,8
3266,0.75,0.3769322235434007,"(9, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,9
117,0.6428571428571429,0.4222222222222222,"(0, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,0
467,0.6923076923076923,0.5052386495925495,"(1, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,1
817,0.6666666666666666,0.47938931297709925,"(2, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,2
1167,0.7166666666666667,0.46365914786967416,"(3, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,3
1517,0.7272727272727273,0.4636363636363636,"(4, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,4
1867,0.7391304347826086,0.45454545454545453,"(5, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,5
2217,0.8,0.4955555555555556,"(6, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,6
2567,0.7777777777777778,0.47724477244772445,"(7, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,7
2917,0.75,0.3577906018136851,"(8, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,8
3267,0.7692307692307693,0.4413793103448276,"(9, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,9
118,0.7586206896551724,0.4668166479190101,"(0, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,0
468,0.625,0.4892008639308855,"(1, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,1
818,0.6666666666666666,0.4405797101449275,"(2, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,2
1168,0.7941176470588235,0.47890295358649787,"(3, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,3
1518,0.75,0.5216346153846154,"(4, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,4
1868,0.7777777777777778,0.5,"(5, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,5
2218,0.75,0.44838212634822805,"(6, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,6
2568,0.8,0.41688311688311686,"(7, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,7
2918,0.8,0.36745689655172414,"(8, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,8
3268,0.8,0.4237012987012987,"(9, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,9
119,0.4970059880239521,0.4156706507304117,"(0, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,0
469,0.4444444444444444,0.45905172413793105,"(1, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,1
819,0.4516129032258064,0.3904761904761905,"(2, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,2
1169,0.462483660130719,0.4137291280148423,"(3, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,3
1519,0.5714285714285714,0.5,"(4, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,4
1869,0.5,0.5567928730512249,"(5, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,5
2219,0.4642979159549026,0.4012605042016807,"(6, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,6
2569,0.6052631578947368,0.38294010889292196,"(7, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,7
2919,0.6,0.39344262295081966,"(8, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,8
3269,0.5987654320987654,0.36312217194570134,"(9, 2, 26)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,26,9
120,0.8,0.4585561497326203,"(0, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,0
470,0.7142857142857143,0.47461629279811096,"(1, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,1
820,0.7142857142857143,0.4106280193236715,"(2, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,2
1170,0.7580645161290323,0.4314606741573034,"(3, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,3
1520,0.8,0.4014423076923077,"(4, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,4
1870,1.0,0.0,"(5, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,5
2220,1.0,0.0,"(6, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,6
2570,0.8461538461538461,0.3254203758654797,"(7, 2, 27)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,27,7
