,threshold,precision_test,precision_threshold,filename,model,param_config,time
2873,0.44503587359524943,0.4717153284671533,0.6360294117647058,"(8, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,8
3223,0.6648999605593704,0.46074074074074073,0.3520408163265306,"(9, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,9
74,0.4940773885261546,0.6507352941176471,0.5955555555555555,"(0, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,0
424,0.4474605441648781,0.548,0.6047120418848168,"(1, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,1
774,0.4574553152399228,0.3943472409152086,0.654627539503386,"(2, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,2
1124,0.5477032033929202,0.41989881956155145,0.44972067039106145,"(3, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,3
1474,0.5377967728802919,0.5420875420875421,0.3242320819112628,"(4, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,4
1824,0.5093407676942635,0.6543778801843319,0.5132275132275133,"(5, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,5
2174,0.4320353380657304,0.5653846153846154,0.5260115606936416,"(6, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,6
2524,0.4387110408596789,0.4744429882044561,0.625615763546798,"(7, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,7
2874,0.4656391045433084,0.48561464690496947,0.667953667953668,"(8, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,8
3224,0.6802054135075013,0.4647239263803681,0.3520408163265306,"(9, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,9
75,0.45182893311504796,0.6368515205724508,0.5877192982456141,"(0, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,0
425,0.42459282282860095,0.5574468085106383,0.6015625,"(1, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,1
775,0.4236340391603036,0.3893805309734513,0.6561085972850679,"(2, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,2
1125,0.5567928255725202,0.4179357021996616,0.45738636363636365,"(3, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,3
1475,0.5152498169048365,0.5423728813559322,0.32646048109965636,"(4, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,4
1825,0.4929839038806759,0.6607142857142857,0.49489795918367346,"(5, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,5
2175,0.4206784582169305,0.556640625,0.5384615384615384,"(6, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,6
2525,0.42277339688775817,0.44739884393063584,0.5934579439252337,"(7, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,7
2875,0.4450358903779626,0.4717153284671533,0.6360294117647058,"(8, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,8
3225,0.6649001938596455,0.46074074074074073,0.3520408163265306,"(9, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,9
76,0.531395891253001,0.650853889943074,0.5851528384279476,"(0, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,0
426,0.477689181606783,0.5435582822085889,0.6260162601626016,"(1, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,1
776,0.4971938064808584,0.38846153846153847,0.6575963718820862,"(2, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,2
1126,0.5523765034142887,0.42078364565587734,0.44846796657381616,"(3, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,3
1476,0.5608654394401558,0.5305466237942122,0.3177257525083612,"(4, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,4
1826,0.5146176271533726,0.6333333333333333,0.5,"(5, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,5
2176,0.4400599919408434,0.5551663747810858,0.4972677595628415,"(6, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,6
2526,0.4535512388155941,0.48662420382165605,0.6135265700483091,"(7, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,7
2876,0.495161408251969,0.4719926538108356,0.7119341563786008,"(8, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,8
3226,0.6900981044602674,0.4606918238993711,0.345,"(9, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,9
77,0.4518288936309609,0.6368515205724508,0.5877192982456141,"(0, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,0
427,0.4245928048052123,0.5574468085106383,0.6015625,"(1, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,1
777,0.4236340061026937,0.3893805309734513,0.6561085972850679,"(2, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,2
1127,0.5567926583074735,0.4179357021996616,0.45738636363636365,"(3, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,3
1477,0.5152497604531544,0.5423728813559322,0.32646048109965636,"(4, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,4
1827,0.4929838306425256,0.6607142857142857,0.49489795918367346,"(5, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,5
2177,0.4206784617530291,0.556640625,0.5384615384615384,"(6, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,6
2527,0.4227733836399759,0.44739884393063584,0.5934579439252337,"(7, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,7
2877,0.4450358701970033,0.4717153284671533,0.6360294117647058,"(8, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,8
3227,0.6648999132840581,0.46074074074074073,0.3520408163265306,"(9, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,9
78,0.5148643114378398,0.6488413547237076,0.5826086956521739,"(0, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,0
428,0.4670840741576555,0.5436156763590392,0.6127320954907162,"(1, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,1
778,0.483353900331073,0.391820580474934,0.6621004566210046,"(2, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,2
1128,0.5496862734889858,0.4186440677966102,0.44846796657381616,"(3, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,3
1478,0.5477999156928461,0.5339805825242718,0.31986531986531985,"(4, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,4
1828,0.5117155161453618,0.6413502109704642,0.5052083333333334,"(5, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,5
2178,0.4360249717990148,0.5543071161048689,0.5027624309392266,"(6, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,6
2528,0.4474449746395924,0.48567530695770805,0.6381909547738693,"(7, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,7
2878,0.4818422551695815,0.4786557674841054,0.692,"(8, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,8
3228,0.6848746864600117,0.4613003095975232,0.3484848484848485,"(9, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,9
79,0.5019015759186297,0.647912885662432,0.5929203539823009,"(0, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,0
429,0.4536844947647613,0.5517693315858454,0.6094986807387863,"(1, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,1
779,0.464641490344161,0.3930942895086321,0.6575963718820862,"(2, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,2
1129,0.5522730020204368,0.4200680272108844,0.44846796657381616,"(3, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,3
1479,0.5377967727448054,0.5420875420875421,0.3242320819112628,"(4, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,4
1829,0.5094101794461198,0.6406926406926406,0.5025906735751295,"(5, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,5
2179,0.4337617022265269,0.5606060606060606,0.5260115606936416,"(6, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,6
2529,0.4425168418629832,0.4761273209549072,0.6287128712871287,"(7, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,7
2879,0.4705010832070614,0.4861111111111111,0.6705426356589147,"(8, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,8
3229,0.6802054127191198,0.4647239263803681,0.3520408163265306,"(9, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,9
80,0.5379895306224112,0.6482213438735178,0.5877192982456141,"(0, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,0
430,0.4787372454802588,0.5368421052631579,0.6193029490616622,"(1, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,1
780,0.5021571495650761,0.3916876574307305,0.651685393258427,"(2, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,2
1130,0.5535918966409282,0.4217687074829932,0.45224719101123595,"(3, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,3
1480,0.5650089784126691,0.5247524752475248,0.3187919463087248,"(4, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,4
1830,0.5154806401571423,0.6245059288537549,0.4898989898989899,"(5, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,5
2180,0.4427651721192256,0.5504273504273505,0.4918918918918919,"(6, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,6
2530,0.4584627247661826,0.495364238410596,0.6225490196078431,"(7, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,7
2880,0.503720195790265,0.4750479846449136,0.7090163934426229,"(8, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,8
3230,0.6908480446684876,0.4682170542635659,0.34442595673876875,"(9, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,9
81,0.5404037162599443,0.6462450592885376,0.5851528384279476,"(0, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,0
431,0.48021429024058604,0.5320366132723112,0.6143617021276596,"(1, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,1
781,0.5036627025872598,0.38985148514851486,0.6444444444444445,"(2, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,2
1131,0.5561987667938225,0.4229452054794521,0.45224719101123595,"(3, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,3
1481,0.5651033666506614,0.5225806451612903,0.3177257525083612,"(4, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,4
1831,0.5166975799179279,0.609375,0.4898989898989899,"(5, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,5
2181,0.4451960702779661,0.552158273381295,0.5055555555555555,"(6, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,6
2531,0.4599744547840463,0.49674054758800523,0.625615763546798,"(7, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,7
2881,0.5073037951354111,0.46769527483124396,0.7119341563786008,"(8, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,8
3231,0.6937581947006346,0.4679186228482003,0.345,"(9, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,9
82,0.512385152494279,0.6465201465201466,0.5982142857142857,"(0, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,0
432,0.4646863180274924,0.5439490445859873,0.6143617021276596,"(1, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,1
782,0.4796090660876833,0.391304347826087,0.6575963718820862,"(2, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,2
1132,0.5499192446852131,0.4200680272108844,0.44846796657381616,"(3, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,3
1482,0.5452232057309624,0.5364238410596026,0.3220338983050847,"(4, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,4
1832,0.5103617530467477,0.6386554621848739,0.5052083333333334,"(5, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,5
2182,0.436024871967451,0.5543071161048689,0.5027624309392266,"(6, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,6
2532,0.44620609424254537,0.4863013698630137,0.6381909547738693,"(7, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,7
2882,0.4783622866379965,0.4810810810810811,0.6837944664031621,"(8, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,8
3232,0.6802046046617206,0.4647239263803681,0.3520408163265306,"(9, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,9
83,0.5290054016058912,0.6524163568773235,0.5851528384279476,"(0, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,0
433,0.4769283363123534,0.5426452410383189,0.6294277929155313,"(1, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,1
783,0.4964210049789942,0.38846153846153847,0.654627539503386,"(2, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,2
1133,0.5519414943317621,0.4200680272108844,0.44846796657381616,"(3, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,3
1483,0.5600028278011935,0.5337620578778135,0.3187919463087248,"(4, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,4
1833,0.5145133846072665,0.6291666666666667,0.5,"(5, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,5
2183,0.4397657612770013,0.5536028119507909,0.5027624309392266,"(6, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,6
2533,0.4526144802273786,0.48508430609597925,0.616504854368932,"(7, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,7
2883,0.4921957436814621,0.4742647058823529,0.7119341563786008,"(8, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,8
3233,0.6893011685950745,0.46226415094339623,0.34557595993322204,"(9, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,9
84,0.5343814192947229,0.6505791505791506,0.5877192982456141,"(0, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,0
434,0.4792982529578484,0.5411622276029056,0.6260162601626016,"(1, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,1
784,0.499800112437863,0.391304347826087,0.654627539503386,"(2, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,2
1134,0.5533914902508064,0.42078364565587734,0.45224719101123595,"(3, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,3
1484,0.5624981173198624,0.5290322580645161,0.31666666666666665,"(4, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,4
1834,0.5152265175916276,0.6234817813765182,0.49743589743589745,"(5, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,5
2184,0.44113998028368623,0.5496575342465754,0.4918918918918919,"(6, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,6
2534,0.455939901301851,0.4858974358974359,0.6135265700483091,"(7, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,7
2884,0.5004629134987354,0.4718574108818011,0.7148760330578512,"(8, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,8
3234,0.6902771202660204,0.46801872074882994,0.3438538205980066,"(9, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,9
85,0.4518289331153309,0.6368515205724508,0.5877192982456141,"(0, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,0
435,0.42459282282864735,0.5574468085106383,0.6015625,"(1, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,1
785,0.42363403916035175,0.3893805309734513,0.6561085972850679,"(2, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,2
1135,0.5567928255733481,0.4179357021996616,0.45738636363636365,"(3, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,3
1485,0.5152498169049325,0.5423728813559322,0.32646048109965636,"(4, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,4
1835,0.4929839038807216,0.6607142857142857,0.49489795918367346,"(5, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,5
2185,0.4206784582169351,0.556640625,0.5384615384615384,"(6, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,6
2535,0.4227733968877628,0.44739884393063584,0.5934579439252337,"(7, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,7
2885,0.4450358903779763,0.4717153284671533,0.6360294117647058,"(8, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,8
3235,0.6649001938608498,0.46074074074074073,0.3520408163265306,"(9, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,9
86,0.5404446351536147,0.6500994035785288,0.5851528384279476,"(0, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,0
436,0.4803124266001318,0.5272108843537415,0.6127320954907162,"(1, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,1
786,0.503374487257081,0.390452876376989,0.6430155210643016,"(2, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,2
1136,0.5563077286550273,0.4229452054794521,0.45224719101123595,"(3, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,3
1486,0.5654379407675612,0.5210355987055016,0.3187919463087248,"(4, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,4
1836,0.5167983229131942,0.610236220472441,0.4898989898989899,"(5, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,5
2186,0.4460330568845234,0.5503731343283582,0.5055555555555555,"(6, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,6
2536,0.4598904782256888,0.49550706033376124,0.625615763546798,"(7, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,7
2886,0.5082979688574878,0.472007722007722,0.7178423236514523,"(8, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,8
3236,0.6942876779529322,0.46771653543307085,0.34557595993322204,"(9, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,9
87,0.4518289041163719,0.6368515205724508,0.5877192982456141,"(0, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,0
437,0.4245928095921521,0.5574468085106383,0.6015625,"(1, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,1
787,0.4236340148809589,0.3893805309734513,0.6561085972850679,"(2, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,2
1137,0.556792702734085,0.4179357021996616,0.45738636363636365,"(3, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,3
1487,0.5152497754457556,0.5423728813559322,0.32646048109965636,"(4, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,4
1837,0.4929838500854859,0.6607142857142857,0.49489795918367346,"(5, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,5
2187,0.4206784608146583,0.556640625,0.5384615384615384,"(6, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,6
2537,0.4227733871567204,0.44739884393063584,0.5934579439252337,"(7, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,7
2887,0.4450358755545672,0.4717153284671533,0.6360294117647058,"(8, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,8
3237,0.6648999878167835,0.46074074074074073,0.3520408163265306,"(9, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,9
88,0.4940772969028565,0.6507352941176471,0.5955555555555555,"(0, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,0
438,0.4536844158440649,0.5517693315858454,0.6094986807387863,"(1, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,1
788,0.46464142324581104,0.3930942895086321,0.6575963718820862,"(2, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,2
1138,0.5477030082152522,0.41989881956155145,0.44972067039106145,"(3, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,3
1488,0.5377966639923523,0.5420875420875421,0.3242320819112628,"(4, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,4
1838,0.5093407070438493,0.6543778801843319,0.5132275132275133,"(5, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,5
2188,0.4320352860706694,0.5653846153846154,0.5260115606936416,"(6, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,6
2538,0.4405050247215225,0.4765013054830287,0.6225490196078431,"(7, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,7
2888,0.4705009888217175,0.4861111111111111,0.6705426356589147,"(8, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,8
3238,0.6802051471609794,0.4647239263803681,0.3520408163265306,"(9, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,9
89,0.5313960138185008,0.650853889943074,0.5851528384279476,"(0, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,0
439,0.4776893615294718,0.5435582822085889,0.6260162601626016,"(1, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,1
789,0.4978788873994956,0.38974358974358975,0.6590909090909091,"(2, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,2
1139,0.5523767080567443,0.42078364565587734,0.44846796657381616,"(3, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,3
1489,0.5608655946145701,0.5305466237942122,0.3177257525083612,"(4, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,4
1839,0.5146177521825099,0.6333333333333333,0.5,"(5, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,5
2189,0.44006011094698944,0.5551663747810858,0.4972677595628415,"(6, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,6
2539,0.4535512874690907,0.48662420382165605,0.6135265700483091,"(7, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,7
2889,0.4951616328349486,0.4719926538108356,0.7119341563786008,"(8, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,8
3239,0.6900984673476928,0.4606918238993711,0.345,"(9, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,9
90,0.4855026190564768,0.6453382084095064,0.5903083700440529,"(0, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,0
440,0.4329000903351801,0.5459610027855153,0.6031331592689295,"(1, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,1
790,0.44792770282947897,0.3956343792633015,0.654627539503386,"(2, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,2
1140,0.5439655972501115,0.4225589225589226,0.45098039215686275,"(3, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,3
1490,0.5290940950310584,0.5442622950819672,0.31986531986531985,"(4, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,4
1840,0.5065403698507667,0.6589861751152074,0.5078534031413613,"(5, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,5
2190,0.42682716090811307,0.5639097744360902,0.5170454545454546,"(6, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,6
2540,0.4277380441752208,0.464839094159714,0.5990566037735849,"(7, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,7
2890,0.4617500769075608,0.4865831842576029,0.6653846153846154,"(8, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,8
3240,0.6648988390978936,0.46074074074074073,0.3520408163265306,"(9, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,9
91,0.5348169439460153,0.6471734892787524,0.5877192982456141,"(0, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,0
441,0.479355952530947,0.5416164053075995,0.6243243243243243,"(1, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,1
791,0.5003048762236453,0.391304347826087,0.6561085972850679,"(2, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,2
1141,0.5533937340478308,0.42078364565587734,0.45224719101123595,"(3, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,3
1491,0.5624997291245941,0.5290322580645161,0.31666666666666665,"(4, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,4
1841,0.5152261579468986,0.6234817813765182,0.49743589743589745,"(5, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,5
2191,0.4411406261747669,0.5496575342465754,0.4918918918918919,"(6, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,6
2541,0.4559419121436149,0.4865211810012837,0.6135265700483091,"(7, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,7
2891,0.500728989147411,0.4709193245778612,0.7148760330578512,"(8, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,8
3241,0.6899029988399787,0.4673913043478261,0.3438538205980066,"(9, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,9
92,0.5352039705668534,0.6471734892787524,0.5877192982456141,"(0, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,0
442,0.4793463386592136,0.5416164053075995,0.6243243243243243,"(1, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,1
792,0.5002979911203753,0.391304347826087,0.6561085972850679,"(2, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,2
1142,0.5533841465952798,0.42078364565587734,0.45224719101123595,"(3, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,3
1492,0.5626470832488858,0.5307443365695793,0.31666666666666665,"(4, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,4
1842,0.5151506820035735,0.6254980079681275,0.49489795918367346,"(5, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,5
2192,0.4413780049140122,0.548885077186964,0.4918918918918919,"(6, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,6
2542,0.4559333413405254,0.4852752880921895,0.6135265700483091,"(7, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,7
2892,0.5010762109588129,0.4722483537158984,0.7148760330578512,"(8, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,8
3242,0.6900545950480692,0.4665629860031104,0.3438538205980066,"(9, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,9
93,0.5222127984798615,0.6557971014492754,0.5826086956521739,"(0, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,0
443,0.4733225371195523,0.539440203562341,0.6209677419354839,"(1, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,1
793,0.4913406028150013,0.39147286821705424,0.6575963718820862,"(2, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,2
1143,0.5504916640904871,0.41765704584040747,0.44846796657381616,"(3, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,3
