,threshold,precision_test,precision_threshold,filename,model,param_config,time
100,0.5555555555555556,0.44192634560906513,0.36639118457300274,"(0, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,0
450,0.4855491329479769,0.44764649375600385,0.4722838137472284,"(1, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,1
800,0.42419825072886297,0.3971631205673759,0.49767441860465117,"(2, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,2
1150,0.5163398692810458,0.4392523364485981,0.41114058355437666,"(3, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,3
1500,0.6666666666666666,0.4244791666666667,0.46464646464646464,"(4, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,4
1850,0.5195003337465434,0.44672131147540983,0.4350282485875706,"(5, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,5
2200,0.6666666666666666,0.42197452229299365,0.47058823529411764,"(6, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,6
2550,0.7142857142857143,0.36387434554973824,0.4782608695652174,"(7, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,7
2900,0.6071428571428571,0.31316489361702127,0.4392764857881137,"(8, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,8
3250,0.6666666666666666,0.4086294416243655,0.35645472061657035,"(9, 2, 0)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,0,9
101,1.0,0.0,0.0,"(0, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,0
451,1.0,0.0,0.0,"(1, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,1
801,1.0,0.0,0.0,"(2, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,2
1151,1.0,0.0,0.0,"(3, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,3
1501,1.0,0.0,0.0,"(4, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,4
1851,1.0,0.0,0.0,"(5, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,5
2201,1.0,0.0,0.0,"(6, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,6
2551,1.0,0.0,0.0,"(7, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,7
2901,1.0,0.0,0.0,"(8, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,8
3251,1.0,0.0,0.0,"(9, 2, 1)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,1,9
102,0.4940476190476191,0.6143344709897611,0.5075757575757576,"(0, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,0
452,0.3942093541202673,0.45606326889279436,0.5145118733509235,"(1, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,1
802,0.41315261044176704,0.4391891891891892,0.6111111111111112,"(2, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,2
1152,0.4790528233151184,0.4,0.0,"(3, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,3
1502,0.4705882352941176,0.536036036036036,0.4482758620689655,"(4, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,4
1852,0.5421938176601018,0.6258741258741258,0.5730337078651685,"(5, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,5
2202,0.4547008547008547,0.4058679706601467,0.39416058394160586,"(6, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,6
2552,0.4344569288389513,0.38372093023255816,0.5384615384615384,"(7, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,7
2902,0.5162287480680062,0.3761755485893417,0.5529411764705883,"(8, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,8
3252,0.4997673336435551,0.3559322033898305,0.4473684210526316,"(9, 2, 10)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,10,9
103,0.7857142857142857,0.5377906976744186,0.4370860927152318,"(0, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,0
453,0.6923076923076923,0.5129469790382244,0.5430622009569378,"(1, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,1
803,0.7,0.5,0.6217494089834515,"(2, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,2
1153,0.8181818181818182,0.4876712328767123,0.5117056856187291,"(3, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,3
1503,0.7777777777777778,0.4709976798143852,0.49214659685863876,"(4, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,4
1853,0.8333333333333334,0.4726775956284153,0.5232558139534884,"(5, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,5
2203,0.8,0.4684873949579832,0.525,"(6, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,6
2553,0.8181818181818182,0.391812865497076,0.5887850467289719,"(7, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,7
2903,0.8,0.37850919651500486,0.5158227848101266,"(8, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,8
3253,0.8,0.3864795918367347,0.37328094302554027,"(9, 2, 11)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,11,9
104,0.37935034802784223,0.5055679287305123,0.4811715481171548,"(0, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,0
454,0.29435264209188305,0.4248496993987976,0.350547730829421,"(1, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,1
804,0.3892952127659575,0.4842300556586271,0.43302180685358255,"(2, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,2
1154,0.4057124310288867,0.46710526315789475,0.47761194029850745,"(3, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,3
1504,0.4161313746299503,0.5347985347985348,0.4838709677419355,"(4, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,4
1854,0.5430591259640103,0.6551724137931034,0.5,"(5, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,5
2204,0.4598540145985402,0.4565587734241908,0.5060975609756098,"(6, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,6
2554,0.5037593984962406,0.453416149068323,0.524822695035461,"(7, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,7
2904,0.5520361990950227,0.0,0.0,"(8, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,8
3254,0.4714285714285714,0.561877667140825,0.43897216274089934,"(9, 2, 12)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,12,9
105,0.35554501084598705,0.0,0.0,"(0, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,0
455,0.3311095505617977,0.0,0.0,"(1, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,1
805,0.3044090469066268,0.0,0.0,"(2, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,2
1155,0.3729497176660392,0.0,0.0,"(3, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,3
1505,0.41674942072161536,0.0,0.0,"(4, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,4
1855,0.4449526646101479,0.0,0.0,"(5, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,5
2205,0.3830382106244175,0.0,0.0,"(6, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,6
2555,0.3743559254855331,0.0,0.0,"(7, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,7
2905,0.456746826987308,0.0,0.0,"(8, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,8
3255,0.4349538294405215,0.0,0.0,"(9, 2, 13)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,13,9
106,0.875,0.4922341696535245,0.39692307692307693,"(0, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,0
456,0.8333333333333334,0.46262341325811,0.5885416666666666,"(1, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,1
806,0.8,0.4755700325732899,0.5511482254697286,"(2, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,2
1156,0.8888888888888888,0.46320346320346323,0.43175487465181056,"(3, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,3
1506,0.9230769230769232,0.4654471544715447,0.38396624472573837,"(4, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,4
1856,0.8727272727272727,0.49224806201550386,0.4343891402714932,"(5, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,5
2206,1.0,0.0,0.0,"(6, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,6
2556,1.0,0.0,0.0,"(7, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,7
2906,1.0,0.0,0.0,"(8, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,8
3256,1.0,0.0,0.0,"(9, 2, 14)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,14,9
107,1.0,0.0,0.0,"(0, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,0
457,1.0,0.0,0.0,"(1, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,1
807,1.0,0.0,0.0,"(2, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,2
1157,1.0,0.0,0.0,"(3, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,3
1507,1.0,0.0,0.0,"(4, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,4
1857,1.0,0.0,0.0,"(5, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,5
2207,1.0,0.0,0.0,"(6, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,6
2557,1.0,0.0,0.0,"(7, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,7
2907,1.0,0.0,0.0,"(8, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,8
3257,1.0,0.0,0.0,"(9, 2, 15)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,15,9
108,0.8333333333333334,0.5329052969502408,0.4166666666666667,"(0, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,0
458,0.7692307692307693,0.5160051216389244,0.5330188679245284,"(1, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,1
808,0.7142857142857143,0.4609494640122512,0.5702479338842975,"(2, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,2
1158,0.8181818181818182,0.46944444444444444,0.5102739726027398,"(3, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,3
1508,0.8,0.47959183673469385,0.47619047619047616,"(4, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,4
1858,0.8333333333333334,0.5025,0.5,"(5, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,5
2208,0.8333333333333334,0.5177304964539007,0.591304347826087,"(6, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,6
2558,0.8333333333333334,0.4233576642335766,0.5127118644067796,"(7, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,7
2908,0.8571428571428571,0.36824324324324326,0.4867549668874172,"(8, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,8
3258,0.8181818181818182,0.41916859122401845,0.3783783783783784,"(9, 2, 16)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,16,9
109,0.36638893021871743,0.0,0.0,"(0, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,0
459,0.3019731551926764,0.0,0.0,"(1, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,1
809,0.3343916982885464,0.0,0.0,"(2, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,2
1159,0.3773722983851295,0.0,0.0,"(3, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,3
1509,0.4132903702921135,0.0,0.0,"(4, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,4
1859,0.4449526646101479,0.0,0.0,"(5, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,5
2209,0.35216846327400353,0.5507246376811594,0.5076923076923077,"(6, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,6
2559,0.41830842391304346,0.0,0.0,"(7, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,7
2909,0.3900751879699248,0.0,0.0,"(8, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,8
3259,0.4335753532182104,0.0,0.0,"(9, 2, 17)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,17,9
110,0.75,0.42334739803094235,0.4169381107491857,"(0, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,0
460,0.5681818181818182,0.47975460122699387,0.5081206496519721,"(1, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,1
810,0.5985401459854015,0.3916581892166836,0.4785714285714286,"(2, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,2
1160,0.75,0.46115288220551376,0.42120343839541546,"(3, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,3
1510,0.6896551724137931,0.4420849420849421,0.38114754098360654,"(4, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,4
1860,0.75,0.4807692307692308,0.47802197802197804,"(5, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,5
2210,0.8,0.4708333333333333,0.5496688741721855,"(6, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,6
2560,0.75,0.35512820512820514,0.42790697674418604,"(7, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,7
2910,0.7857142857142857,0.3209700427960057,0.4482758620689655,"(8, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,8
3260,0.6666666666666666,0.36318407960199006,0.29734848484848486,"(9, 2, 18)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,18,9
111,0.3082829719161038,0.0,0.0,"(0, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,0
461,0.2653621695846207,0.0,0.0,"(1, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,1
811,0.2833254913315719,0.0,0.0,"(2, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,2
1161,0.3353401720885765,0.6114285714285714,0.5572519083969466,"(3, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,3
1511,0.39905685559213455,0.0,0.0,"(4, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,4
1861,0.4637814047313406,0.0,0.0,"(5, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,5
2211,0.3712545274942377,0.0,0.0,"(6, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,6
2561,0.3649758769070283,0.3227848101265823,0.30952380952380953,"(7, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,7
2911,0.4358084663428175,0.0,0.0,"(8, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,8
3261,0.3868727379438521,0.0,0.0,"(9, 2, 19)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,19,9
112,0.654320987654321,0.46153846153846156,0.37797619047619047,"(0, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,0
462,0.6,0.4867149758454106,0.49537037037037035,"(1, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,1
812,0.5988023952095808,0.4349775784753363,0.5599173553719008,"(2, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,2
1162,0.6967213114754098,0.45110410094637227,0.4828767123287671,"(3, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,3
1512,0.7105263157894737,0.4794871794871795,0.5380116959064327,"(4, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,4
1862,0.6666666666666666,0.4898373983739837,0.4343891402714932,"(5, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,5
2212,0.76,0.4893964110929853,0.5028571428571429,"(6, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,6
2562,0.75,0.38414634146341464,0.46184738955823296,"(7, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,7
2912,0.7142857142857143,0.34216177523264135,0.4336734693877551,"(8, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,8
3262,0.6666666666666666,0.386052303860523,0.34831460674157305,"(9, 2, 2)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,2,9
113,0.4313725490196079,0.5094339622641509,0.29464285714285715,"(0, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,0
463,0.3552769070010449,0.4458058435438266,0.44724770642201833,"(1, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,1
813,0.4230769230769231,0.5294117647058824,0.4,"(2, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,2
1163,0.4391468005018821,0.5221674876847291,0.5583333333333333,"(3, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,3
1513,0.4083787236904041,0.3728813559322034,0.5,"(4, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,4
1863,0.4626978716958267,0.425531914893617,0.40268456375838924,"(5, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,5
2213,0.4661157024793389,0.4556213017751479,0.3793103448275862,"(6, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,6
2563,0.484375,0.34097421203438394,0.4339622641509434,"(7, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,7
2913,0.40434618766486624,0.32917705735660846,0.3888888888888889,"(8, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,8
3263,0.415929203539823,0.3714011516314779,0.3532608695652174,"(9, 2, 20)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,20,9
114,1.0,0.0,0.0,"(0, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,0
464,1.0,0.0,0.0,"(1, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,1
814,1.0,0.0,0.0,"(2, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,2
1164,1.0,0.0,0.0,"(3, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,3
1514,1.0,0.0,0.0,"(4, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,4
1864,1.0,0.0,0.0,"(5, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,5
2214,1.0,0.0,0.0,"(6, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,6
2564,1.0,0.0,0.0,"(7, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,7
2914,1.0,0.0,0.0,"(8, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,8
3264,1.0,0.0,0.0,"(9, 2, 21)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,21,9
115,0.36827646832591615,0.0,0.0,"(0, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,0
465,0.3255372259604949,0.0,0.0,"(1, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,1
815,0.376339351240276,0.0,0.0,"(2, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,2
1165,0.3773722983851295,0.0,0.0,"(3, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,3
1515,0.4130180969060128,0.0,0.0,"(4, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,4
1865,0.4449526646101479,0.0,0.0,"(5, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,5
2215,0.4453781512605042,0.0,0.0,"(6, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,6
2565,0.4386133846894559,0.0,0.0,"(7, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,7
2915,0.3738627462794481,0.25663716814159293,0.5869565217391305,"(8, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,8
3265,0.4201655824955648,0.0,0.0,"(9, 2, 22)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,22,9
116,0.6666666666666666,0.4389051808406647,0.3118811881188119,"(0, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,0
466,0.5909090909090909,0.44903846153846155,0.4185606060606061,"(1, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,1
816,0.5,0.4680573663624511,0.49783549783549785,"(2, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,2
1166,0.7073170731707317,0.40792540792540793,0.4363143631436314,"(3, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,3
1516,0.75,0.4723127035830619,0.5333333333333333,"(4, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,4
1866,0.75,0.4057649667405765,0.475,"(5, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,5
2216,0.6666666666666666,0.4098073555166375,0.44642857142857145,"(6, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,6
2566,0.7272727272727273,0.38324022346368714,0.4666666666666667,"(7, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,7
2916,0.7083333333333334,0.3183946488294314,0.4178743961352657,"(8, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,8
3266,0.7148594377510041,0.31805929919137466,0.33183856502242154,"(9, 2, 23)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,23,9
117,0.75,0.4498186215235792,0.37359550561797755,"(0, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,0
467,0.7142857142857143,0.583732057416268,0.5950155763239875,"(1, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,1
817,0.6486486486486487,0.45535714285714285,0.5451127819548872,"(2, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,2
1167,0.7142857142857143,0.44552058111380144,0.4887459807073955,"(3, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,3
1517,0.75,0.46006389776357826,0.430939226519337,"(4, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,4
1867,0.7692307692307693,0.48333333333333334,0.4330357142857143,"(5, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,5
2217,0.7083333333333334,0.49356223175965663,0.4482758620689655,"(6, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,6
2567,0.8,0.4057971014492754,0.5046728971962616,"(7, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,7
2917,0.7962962962962963,0.41065482796892344,0.5536332179930796,"(8, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,8
3267,0.7142857142857143,0.3696319018404908,0.34444444444444444,"(9, 2, 24)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,24,9
118,0.7142857142857143,0.49516129032258066,0.44061302681992337,"(0, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,0
468,0.7058823529411765,0.5036764705882353,0.4766949152542373,"(1, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,1
818,0.6625,0.45616438356164385,0.6158940397350994,"(2, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,2
1168,0.7142857142857143,0.4896755162241888,0.4567901234567901,"(3, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,3
1518,0.7714285714285715,0.4604651162790698,0.46534653465346537,"(4, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,4
1868,0.7777777777777778,0.48259860788863107,0.49230769230769234,"(5, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,5
2218,0.8,0.541015625,0.5555555555555556,"(6, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,6
2568,0.75,0.3913793103448276,0.4416961130742049,"(7, 2, 25)_DecisionTreeClassifier_date_params.csv",DecisionTreeClassifier_date_params,25,7
